CLAVE,MARCA,SUBMARCA,LINEA,DESCRIPCION,DESCRIPCION_LEGIBLE,AÑO,tipo,CLAVE_QUALITAS,CLAVE_HDI,CLAVE_AFIRME,CLAVE_GNP,CLAVE_MAPFRE,CLAVE_ZURICH,CLAVE_AXA,CLAVE_SURA,CLAVE_BANORTE,CLAVE_POTOSI,CLAVE_ANA,CLAVE_AXA_EMMA,CLAVE_ATLAS,CLAVE_GRAL_SEGUROS,CLAVE_ALLIANZ
05080201610,CHRYSLER,DODGE,RAM,PICK UP RAM 1500 ST MTX 1.5T V6 STD 2 D/T CA CE CT SB,PICK UP RAM 1500 ST MTX 1.5T · V6 Std 2p · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2008,PICKUP,50259,2062433,400492,CA1CH05242008,2600620053,023U1523,RMP001001,00001025,CHG83,010-261-14-2008,20230469,1073,121088,1764,CDORA01208
050802016100,CHRYSLER,DODGE,RAM,PICK UP RAM 1500 TRX CREW CAB 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 1500 TRX CREW CAB 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2021,PICKUP,50577,2166577,401676,CA1CH05572021,2600620056,023UA903,RMP001068,00011048,CHE07,010-261-48-2021,10170006,2069,320252,71103296,CRM150241M
050802016100,CHRYSLER,DODGE,RAM,PICK UP RAM 1500 TRX CREW CAB 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 1500 TRX CREW CAB 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2022,PICKUP,50577,2167410,401676,CA1CH05572022,2600620055,023UA903,RMP001069,00011048,CHE07,010-261-48-2022,10170406,2070,320252,71103296,CRM150241N
050802016100,CHRYSLER,DODGE,RAM,PICK UP RAM 1500 TRX CREW CAB 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 1500 TRX CREW CAB 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2023,PICKUP,50577,2169939,401676,CA1CH05572023,2600620055,023UA903,RMP001069,00011048,CHE07,010-261-30-2023,10170406,4072,320252,71103296,CRM150241P
050802016100,CHRYSLER,DODGE,RAM,PICK UP RAM 1500 TRX CREW CAB 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 1500 TRX CREW CAB 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2024,PICKUP,50577,2377683,401660,CA1CH05572024,2600620055,023UA903,RMP001069,00011048,CHE07,010-261-33-2024,10170406,4072,320252,71103037,CRM150241R
05080201616,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4x4 1.5T V8 AUT 2 D/T CA CE CT SB,PICK UP RAM 2500 4x4 1.5T · V8 Aut 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2007,PICKUP,50283,2062477,402124,CA1CH06542007,2600630122,023UA669,RMP002053,00001030,CHF37,010-271-11-2007,20230412,1028,121041,1074,CDORM01807
05080201616,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4x4 1.5T V8 AUT 2 D/T CA CE CT SB,PICK UP RAM 2500 4x4 1.5T · V8 Aut 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2008,PICKUP,50283,2062427,402126,CA1CH06162008,2600630105,023UB018,RMP002041,00001028,CHF37,010-271-11-2008,20230402,1028,121041,1074,CDORM04008
05080201616,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4x4 1.5T V8 AUT 2 D/T CA CE CT SB,PICK UP RAM 2500 4x4 1.5T · V8 Aut 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2009,PICKUP,50283,2062329,400732,CA1CH06702009,2600630086,023UB347,RMP002041,,CHF00,010-271-03-2009,20230402,1089,121041,1074,CDORM14609
05080201616,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4x4 1.5T V8 AUT 2 D/T CA CE CT SB,PICK UP RAM 2500 4x4 1.5T · V8 Aut 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2011,PICKUP,50352,2078425,402127,CA1CH06522011,2600630114,023U2339,RMP002002,,CHF00,010-271-90-2011,20230402,2025,121055,1074,CDORM0401B
05080201616,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4x4 1.5T V8 AUT 2 D/T CA CE CT SB,PICK UP RAM 2500 4x4 1.5T · V8 Aut 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2012,PICKUP,50352,2079882,400609,CA1CH06522012,2600630142,023UB388,RMP002055,00011009,CHF93,010-271-18-2012,20230402,2025,320154,1074,CDORM1971C
05080201616,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4x4 1.5T V8 AUT 2 D/T CA CE CT SB,PICK UP RAM 2500 4x4 1.5T · V8 Aut 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2013,PICKUP,50361,2079900,400615,CA1CH06872013,2600630081,023U2750,RMP002055,00011009,CHF95,010-999-19-2013,20230402,4032,121290,1074,CDORM2071D
05080201617,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4X4 1.5T V8 STD 2 D/T CA CE CT SB,PICK UP RAM 2500 4X4 1.5T · V8 Std 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2007,PICKUP,50304,2062474,402124,CA1CH06402007,2600630122,023UA542,RMP002053,00001029,CHG81,010-271-02-2007,20230411,1028,121100,1064,CDORM01807
05080201617,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4X4 1.5T V8 STD 2 D/T CA CE CT SB,PICK UP RAM 2500 4X4 1.5T · V8 Std 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2008,PICKUP,50304,2062645,402129,CA1CH06402008,2600630105,023UB345,RMP002051,00001028,CHG81,010-271-02-2008,20230402,1028,121041,1064,CDORM03308
05080201617,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4X4 1.5T V8 STD 2 D/T CA CE CT SB,PICK UP RAM 2500 4X4 1.5T · V8 Std 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2010,PICKUP,50356,2078370,400683,CA1CH06492010,2600630122,023UB377,RMP002002,,CHE99,010-271-02-2010,20230402,2025,121093,1064,CDORM1641A
05080201617,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4X4 1.5T V8 STD 2 D/T CA CE CT SB,PICK UP RAM 2500 4X4 1.5T · V8 Std 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2011,PICKUP,50352,2078424,400683,CA1CH06492011,2600630114,023U2744,RMP002002,,CHE98,010-271-90-2011,20230402,2025,121093,1064,CDORM1641B
05080201617,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4X4 1.5T V8 STD 2 D/T CA CE CT SB,PICK UP RAM 2500 4X4 1.5T · V8 Std 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2012,PICKUP,50352,2079882,400609,CA1CH06492012,2600630142,023U2745,RMP002055,00011009,CHF93,010-271-83-2012,20230402,2025,320154,1064,CDORM1971C
05080201617,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 4X4 1.5T V8 STD 2 D/T CA CE CT SB,PICK UP RAM 2500 4X4 1.5T · V8 Std 2p 4x4 · Disco/Tambor c/AA c/Elev Cassette s/Bolsas,2013,PICKUP,50361,2079900,400615,CA1CH06492013,2600630081,023U2750,RMP002055,00011009,CHF95,010-271-20-2013,20230402,4032,121093,1064,CDORM2071D
05080201649,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD DIESEL 1.5 V8 AUT 2 ABS CA CE CD,PICK UP RAM 2500 CREW CAB HD DIESEL 1.5 · V8 Aut 2p · ABS c/AA c/Elev CD,2010,PICKUP,50364,2076625,400616,CA1CH06642010,2600630068,023UB381,RMP002002,,CHF98,010-271-48-2010,20230481,4023,121532,1088,CDORM0271A
05080201649,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD DIESEL 1.5 V8 AUT 2 ABS CA CE CD,PICK UP RAM 2500 CREW CAB HD DIESEL 1.5 · V8 Aut 2p · ABS c/AA c/Elev CD,2011,PICKUP,50364,2078420,400617,CA1CH06642011,2600630169,023U2348,RMP002002,,CHF98,010-271-48-2011,20230485,4023,121532,1088,CDORM1691B
05080201649,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD DIESEL 1.5 V8 AUT 2 ABS CA CE CD,PICK UP RAM 2500 CREW CAB HD DIESEL 1.5 · V8 Aut 2p · ABS c/AA c/Elev CD,2012,PICKUP,50524,2079882,400577,CA1CH06142012,2600630169,023UB393,RMP002002,00001090,CHF65,010-271-48-2012,20230485,4023,121532,1088,CDORM1911C
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS c/AA c/Elev Piel c/Quemac. c/Bolsas,2019,PICKUP,50546,2087398,401685,CA1CH06922019,2600630073,023U2793,RMP002082,00011011,CHE31,010-271-80-2019,20230506,4071,320167,71100326,CRM250211K
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2020,PICKUP,50546,2012934,401685,CA1CH06922020,2600630074,023U2793,RMP002086,00011011,CHE31,010-271-23-2020,20230506,4071,320167,71100326,CRM250231L
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2021,PICKUP,50546,2165832,401685,CA1CH06932021,2600630074,023U2793,RMP002086,00011011,CHG01,010-271-80-2021,23230404,4083,320167,71100308,CRM250211M
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2022,PICKUP,50546,2167161,401685,CA1CH06932022,2600630074,023U2793,RMP002086,,CHG01,010-271-84-2022,23230406,4083,320167,,CRM250211N
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2023,PICKUP,50546,2169875,401922,CA1CH18012023,2600630226,023U2793,RMP002093,00011069,CHG65,010-271-80-2023,23230404,4098,320167,,CRM250261P
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2024,PICKUP,50546,2337799,401684,CA1CH06992024,2600630226,023U2793,RMP002093,00011067,CHG65,010-271-91-2024,23230403,4095,320167,,CRM250221R
05080201684,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2025,PICKUP,50167,2391649,,CA1CH18012025,,023U1055,RMP002109,,RA099,010-271-84-2025,23230403,,320355,,CRM250291S
05080201685,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 · V8 Multipunto Aut 4p 4x4 · ABS c/AA c/Elev Piel c/Quemac. c/Bolsas,2019,PICKUP,50546,2087398,401684,CA1CH06922019,2600630073,023U2793,RMP002082,00011011,CHE31,010-271-80-2019,20230506,4071,320167,71100326,CRM250211K
05080201685,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2020,PICKUP,50546,2012934,401684,CA1CH06922020,2600630074,023U2793,RMP002086,00011011,CHE31,010-271-23-2020,20230506,4071,320167,71100326,CRM250231L
05080201685,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2021,PICKUP,50546,2165832,401684,CA1CH06932021,2600630074,023U2793,RMP002086,00011011,CHG01,010-271-80-2021,23230404,4083,320167,71100308,CRM250211M
05080201685,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac. c/Bolsas,2022,PICKUP,50546,2167161,401684,CA1CH06932022,2600630074,023U2793,RMP002086,,CHG01,010-271-84-2022,23230406,4083,320167,,CRM250211N
05080201685,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2023,PICKUP,50546,2169875,401922,CA1CH18012023,2600630226,023U2793,RMP002093,00011069,CHG65,010-271-80-2023,23230404,4098,320167,,CRM250261P
05080201685,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 V8 IMP AUT 4 ABS CA CE PIEL SM CQ CB,PICK UP RAM 2500 CREW CAB HD LIMITED RAMBOX 4X4 · V8 Multipunto Aut 4p 4x4 · ABS Piel c/Quemac.,2024,PICKUP,50546,2337799,401684,CA1CH06992024,2600630226,023U2793,RMP002093,00011067,CHG65,010-271-91-2024,23230403,4095,320167,,CRM250221R
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS c/AA c/Elev CD c/Bolsas,2015,PICKUP,50526,2088817,400522,CA1CH06822015,2600630016,023U2775,RMP002065,00011038,CHE52,010-271-23-2015,20230499,4051,121785,71100326,CDORM2181F
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS c/AA c/Elev CD c/Bolsas,2016,PICKUP,50526,2088332,400522,CA1CH06822016,2600630016,023U2775,RMP002085,00011038,CHE52,010-271-67-2016,20230499,4051,121785,71100326,CDORM2181G
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS c/AA c/Elev CD c/Bolsas,2017,PICKUP,50078,2085983,401679,CA1CH06822017,2600630016,023U2775,RMP002085,00011038,CHE52,010-271-67-2017,20230499,4051,121785,71100326,CRA250021H
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS c/AA c/Elev CD c/Bolsas,2018,PICKUP,50078,2086946,401679,CA1CH06822018,2600630016,023U2775,RMP002085,00011038,CHE52,010-271-67-2018,20230499,4065,121785,71100326,CRA250021J
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS c/AA c/Elev CD c/Bolsas,2019,PICKUP,50526,2084177,401679,CA1CH06822019,2600630016,023U2775,RMP002085,00011038,CHE52,010-271-67-2019,20230499,4065,121785,71100326,CRA250021K
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS CD c/Bolsas,2020,PICKUP,50526,2022849,401679,CA1CH06822020,2600630076,023UZ104,RMP002085,00011038,CHE59,010-271-23-2020,20230499,4065,121785,71100326,CRM250021L
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS CD c/Bolsas,2021,PICKUP,50526,2165831,401684,CA1CH06892021,2600630076,023U2792,RMP002059,00011011,CHE30,010-271-67-2021,23230404,4070,121785,71100308,CRM250171M
05080201664,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 V8 AUT 4 ABS CA CE CD CB,PICK UP RAM 2500 CREW CAB HEMI SPORT 5.7L 4X4 · V8 Aut 4p 4x4 · ABS CD c/Bolsas,2022,PICKUP,50526,2167160,401683,CA1CH06892022,2600630076,023UZ111,RMP002059,,CHE11,010-271-67-2022,23230407,4070,320167,,CRM250171N
05080201669,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB HEMI SPORT BLACK PACKAGE 5.7L 4X4 V8 AUT 4 ABS CA CE SM CB,PICK UP RAM 2500 CREW CAB HEMI SPORT BLACK PACKAGE 5.7L 4X4 · V8 Aut 4p 4x4 · ABS c/AA c/Elev c/Bolsas,2018,PICKUP,50078,2086967,401678,CA1CH06822018,2600630016,023U2775,RMP002085,00011042,CHF77,010-271-67-2018,20230499,4065,121785,71102199,CRA250101J
05080201601,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T · V8 Std 4p 4x2 · ABS c/AA c/Elev,2007,PICKUP,50282,2062480,402123,CA1CH06392007,2600630090,023UA597,RMP002050,00001029,CHE72,010-271-22-2007,20230411,1095,121091,1064,CDORM03607
05080201601,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T · V8 Std 4p 4x2 · ABS c/AA c/Elev,2008,PICKUP,50282,2062425,400651,CA1CH06392008,2600630090,023UA597,RMP002050,00001028,CHE72,010-271-71-2008,20230402,1095,121091,1064,CDORM11008
05080201601,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T · V8 Std 4p 4x2 · ABS c/AA c/Elev,2009,PICKUP,50490,2062356,400533,CA1CH06642009,2600630026,023UB107,RMP002003,,CHE81,010-271-71-2009,20230488,1095,121285,1454,CDORM12009
05080201601,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T · V8 Std 4p 4x2 · ABS c/AA c/Elev,2010,PICKUP,50490,2078358,400597,CA1CH06642010,2600630056,023UB107,RMP002003,,CHE81,010-271-22-2010,20230402,2025,121285,1454,CDORM1551A
05080201601,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T · V8 Std 4p 4x2 · ABS c/AA c/Elev,2011,PICKUP,50490,2078416,400597,CA1CH06642011,2600630017,023UB107,RMP002003,,CHE81,010-271-49-2011,20230488,2025,121285,1454,CDORM1551B
05080201601,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X2 (DX) Y (DS)1.5T · V8 Std 4p 4x2 · ABS c/AA c/Elev,2012,PICKUP,50490,2074653,400589,CA1CH06642012,2600630019,023U2344,RMP002003,00011010,CHE81,010-271-49-2012,20230488,2025,121291,1454,CDORM1841C
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2007,PICKUP,50304,2062474,400697,CA1CH06402007,2600630190,023UA542,RMP002051,00001029,CHG81,010-271-20-2007,20230411,1051,121093,1064,CDORM03307
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2008,PICKUP,50304,2062425,402129,CA1CH06402008,2600630190,023UB345,RMP002051,00001028,CHG81,010-271-23-2008,20230477,4007,121093,1064,CDORM03308
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2009,PICKUP,50491,2062346,400536,CA1CH06652009,2600630190,023UB362,RMP002006,,CHE82,010-271-38-2009,20230403,4007,121259,1070,CDORM05009
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2010,PICKUP,50491,2078357,400599,CA1CH06652010,2600630056,023UB108,RMP002006,,CHE82,010-271-23-2010,20230403,2025,121259,1070,CDORM0441A
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2011,PICKUP,50491,2076617,400599,CA1CH06652011,2600630020,023UB108,RMP002006,,CHE82,010-271-23-2011,20230403,2025,121259,1070,CDORM0441B
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2012,PICKUP,50491,2074653,400592,CA1CH06652012,2600630020,023U2345,RMP002006,00011002,CHE82,010-271-38-2012,20230403,2025,121259,1070,CDORM1851C
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2013,PICKUP,50491,2079887,400595,CA1CH06782013,2600630020,023U2345,RMP002096,00011013,CHG77,010-271-38-2013,20230403,2025,121290,1070,CDORM2031D
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2014,PICKUP,50491,2079698,400581,CA1CH06782014,2600630020,023U2345,RMP002096,00011013,CHG77,010-271-23-2014,20230403,4061,121290,1070,CDORM1771E
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2015,PICKUP,50491,2083729,400524,CA1CH06782015,2600630020,023U2345,RMP002096,00011013,CHG77,010-271-23-2015,20230403,4056,121290,1070,CDORM2091F
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2016,PICKUP,50491,2085843,400524,CA1CH06782016,2600630020,023U2345,RMP002096,00011013,CHG77,010-271-23-2016,20230403,4056,121290,1070,CDORM2091G
05080201602,CHRYSLER,DODGE,RAM,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T V8 STD 4 ABS CA CE,PICK UP RAM 2500 CREW CAB LARAMIE 5.7L 4X4 (DX) Y (DS) 1.5T · V8 Std 4p 4x4 · ABS c/AA c/Elev,2017,PICKUP,50491,2167837,401692,CA1CH06852017,2600630020,023U2345,RMP002096,00011013,CHG77,010-271-73-2017,20230403,4056,121290,71101568,CRA250011H
